session,condition,resp_rate,subject
1,Alone,0.2,19
5,Alone,3.2,19
9,Alone,1.4,19
13,Alone,0.2,19
17,Alone,0,19
21,Alone,3.8,19
2,Attention,0,19
6,Attention,0,19
10,Attention,0,19
14,Attention,0,19
18,Attention,0,19
22,Attention,0,19
3,Control,0.6,19
7,Control,0.6,19
11,Control,1.2,19
15,Control,0.2,19
19,Control,0.2,19
23,Control,0.4,19
4,Demand,1.4,19
8,Demand,1.8,19
12,Demand,0.6,19
16,Demand,0,19
20,Demand,2.4,19
24,Demand,1.6,19
1,Attention,0.3790395,20
4,Attention,19.46978,20
7,Attention,12.04307,20
10,Attention,7.619402,20
13,Attention,12.97236,20
16,Attention,11.87159,20
19,Attention,0.09960891,20
24,Attention,1.54498,20
26,Attention,8.88332,20
2,Demand,2.993796,20
5,Demand,3.618278,20
8,Demand,3.539696,20
11,Demand,2.183329,20
14,Demand,1.401866,20
17,Demand,4.071095,20
20,Demand,2.011665,20
3,Control,0,20
6,Control,0,20
9,Control,0,20
12,Control,0,20
15,Control,0,20
18,Control,0,20
21,Control,0,20
22,Control,0,20
23,Control,0,20
25,Control,0,20
1,Alone,0,21
5,Alone,0,21
9,Alone,0,21
13,Alone,0,21
17,Alone,0,21
21,Alone,0,21
2,Attention,0,21
6,Attention,0,21
10,Attention,0,21
14,Attention,0,21
18,Attention,0,21
22,Attention,0,21
3,Control,0,21
7,Control,0,21
11,Control,0,21
15,Control,0,21
19,Control,0,21
23,Control,0,21
4,Demand,0,21
8,Demand,7,21
12,Demand,0,21
16,Demand,20,21
20,Demand,0,21
24,Demand,0,21
1,Control,0.1003135,22
7,Control,0.2131662,22
11,Control,0.1003135,22
19,Control,0.1128527,22
23,Control,0.08777429,22
27,Control,0.1003135,22
2,Tangible,0.3009404,22
10,Tangible,0.200627,22
13,Tangible,0.3887147,22
17,Tangible,0.3009404,22
21,Tangible,0.5893417,22
29,Tangible,0.4012539,22
3,Demand,0.5015674,22
9,Demand,0.200627,22
15,Demand,0.2131662,22
20,Demand,0.08777429,22
25,Demand,0.4890282,22
30,Demand,0.4012539,22
33,Demand,0.2884013,22
4,Alone,0.1128527,22
8,Alone,0.1128527,22
14,Alone,0.1128527,22
18,Alone,0.9905956,22
22,Alone,0.1003135,22
28,Alone,0.1003135,22
31,Alone,0.08777429,22
5,Attention,1.366771,22
6,Attention,1.968652,22
12,Attention,0.5893417,22
16,Attention,1.855799,22
24,Attention,2.733542,22
26,Attention,0.6896552,22
32,Attention,1.855799,22
1,Alone,1.6,23
6,Alone,0.4,23
11,Alone,0,23
16,Alone,0.2,23
21,Alone,0.4,23
26,Alone,2.2,23
2,Attention,0.4,23
7,Attention,0,23
12,Attention,0,23
17,Attention,0,23
22,Attention,0,23
27,Attention,0,23
3,Control,0.2,23
8,Control,0.2,23
13,Control,0,23
18,Control,0.4,23
23,Control,2.8,23
28,Control,0.8,23
4,Demand,0.2,23
9,Demand,0,23
14,Demand,0,23
19,Demand,0,23
24,Demand,0,23
29,Demand,0,23
5,Tangible,10.6,23
10,Tangible,8.8,23
15,Tangible,8,23
20,Tangible,6.6,23
25,Tangible,8.4,23
30,Tangible,10,23
1,Attention,1.338226,24
4,Attention,1.533144,24
7,Attention,1.534923,24
10,Attention,1.543626,24
2,Control,0.6284865,24
5,Control,0.5268263,24
8,Control,0.3424268,24
11,Control,0.5373169,24
3,Demand,0.2152881,24
6,Demand,0.6239892,24
9,Demand,0.6257768,24
12,Demand,0.02758608,24
1,Alone,0,25
5,Alone,0,25
9,Alone,0,25
13,Alone,30,25
17,Alone,0,25
21,Alone,0,25
2,Attention,0,25
6,Attention,0,25
10,Attention,0,25
14,Attention,0,25
18,Attention,0,25
22,Attention,0,25
3,Control,0,25
7,Control,0,25
11,Control,0,25
15,Control,0,25
19,Control,0,25
23,Control,0,25
4,Demand,0,25
8,Demand,7,25
12,Demand,0,25
16,Demand,3,25
20,Demand,10,25
24,Demand,0,25
1,Attention,0.704729,26
5,Attention,1.007828,26
9,Attention,1.296046,26
13,Attention,0.7009864,26
2,Control,0.2114521,26
6,Control,0.09543413,26
10,Control,0.09917665,26
14,Control,0.1029414,26
3,Demand,0.5714687,26
7,Demand,0.1860119,26
11,Demand,0.6837664,26
15,Demand,0.07373646,26
4,Tangible,2.997376,26
8,Tangible,2.507129,26
12,Tangible,4.09772,26
16,Tangible,2.290085,26
1,Alone,1,27
5,Alone,6.8,27
9,Alone,19.6,27
13,Alone,2.8,27
17,Alone,16,27
21,Alone,17.2,27
2,Attention,8.4,27
6,Attention,15.6,27
10,Attention,11.8,27
14,Attention,5.2,27
18,Attention,13.8,27
22,Attention,11.8,27
3,Control,6,27
7,Control,18.4,27
11,Control,18.2,27
15,Control,8,27
19,Control,2,27
23,Control,2,27
4,Demand,3,27
8,Demand,8.6,27
12,Demand,6.2,27
16,Demand,2.2,27
20,Demand,6.4,27
24,Demand,4.8,27
1,Attention,0.5018299,28
5,Attention,2.105055,28
9,Attention,0.8047283,28
13,Attention,0.102484,28
17,Attention,0.1044312,28
2,Control,0,28
6,Control,0,28
10,Control,0,28
14,Control,0,28
18,Control,0,28
3,Demand,1.091225,28
7,Demand,0.7844771,28
11,Demand,0.2848042,28
15,Demand,0.09379634,28
19,Demand,0.09574357,28
4,Tangible,1.593339,28
8,Tangible,1.305869,28
12,Tangible,1.211324,28
16,Tangible,0.7020047,28
20,Tangible,1.80364,28
1,Alone,0,29
5,Alone,4.4,29
9,Alone,0,29
13,Alone,0,29
17,Alone,0,29
21,Alone,3.6,29
2,Attention,0,29
6,Attention,0,29
10,Attention,0,29
14,Attention,0,29
18,Attention,0,29
22,Attention,0,29
3,Control,0,29
7,Control,2.4,29
11,Control,1.8,29
15,Control,0.6,29
19,Control,0.8,29
23,Control,2,29
4,Demand,1,29
8,Demand,4.8,29
12,Demand,1.8,29
16,Demand,5.8,29
20,Demand,1.6,29
24,Demand,2,29
1,Control,3.171679,30
8,Control,0.4540082,30
2,Attention,10.02983,30
5,Attention,0,30
3,Demand,76.37506,30
7,Demand,72.3524,30
9,Demand,88.61378,30
4,Tangible,10.14164,30
6,Tangible,0.3414442,30
1,Control,0,31
8,Control,1.88339,31
2,Attention,3.58647,31
3,Attention,3.859512,31
4,Tangible,0,31
6,Tangible,0,31
5,Demand,38.14563,31
7,Demand,52.6744,31
1,Alone,0.4,32
5,Alone,0,32
9,Alone,0.4,32
13,Alone,0,32
17,Alone,0.4,32
21,Alone,0.2,32
2,Attention,0.2,32
6,Attention,0.2,32
10,Attention,0.6,32
14,Attention,0,32
18,Attention,0.4,32
22,Attention,0.4,32
3,Control,0,32
7,Control,0.4,32
11,Control,0,32
15,Control,1,32
19,Control,0.4,32
23,Control,1.4,32
4,Demand,0.2,32
8,Demand,0,32
12,Demand,0.2,32
16,Demand,0.2,32
20,Demand,0.2,32
24,Demand,0,32
1,Alone,0.2,33
5,Alone,0,33
9,Alone,0,33
13,Alone,0,33
17,Alone,0,33
21,Alone,0,33
2,Attention,0.2,33
6,Attention,0,33
10,Attention,0,33
14,Attention,0,33
18,Attention,0,33
22,Attention,0,33
3,Control,0,33
7,Control,0,33
11,Control,0.6,33
15,Control,0,33
19,Control,0,33
23,Control,1.2,33
4,Demand,0,33
8,Demand,2,33
12,Demand,6.6,33
16,Demand,0,33
20,Demand,0,33
24,Demand,0.8,33
1,Attention,0,34
5,Attention,0,34
9,Attention,0,34
2,Demand,0.2935323,34
6,Demand,0,34
10,Demand,0.3930348,34
13,Demand,0.6915423,34
3,Control,0,34
7,Control,0,34
11,Control,0,34
4,Tangible,0.199005,34
8,Tangible,0.199005,34
12,Tangible,0.4004975,34
1,Alone,15.1,35
5,Alone,3,35
9,Alone,15.8,35
13,Alone,4,35
17,Alone,0.6,35
21,Alone,12.8,35
2,Attention,14.6,35
6,Attention,7.2,35
10,Attention,7,35
14,Attention,7.8,35
18,Attention,3,35
22,Attention,10.2,35
3,Control,4.9,35
7,Control,9.8,35
11,Control,3.4,35
15,Control,2.6,35
19,Control,0.8,35
23,Control,15.2,35
4,Demand,0.4,35
8,Demand,5.4,35
12,Demand,4.8,35
16,Demand,0.8,35
20,Demand,0.8,35
24,Demand,1.4,35
1,Attention,0,36
5,Attention,0,36
9,Attention,0,36
13,Attention,0,36
15,Attention,0,36
2,Demand,0,36
6,Demand,0.6901763,36
10,Demand,0.1813602,36
14,Demand,1.586902,36
3,Control,0,36
7,Control,0,36
11,Control,0,36
4,Tangible,0,36
8,Tangible,0.4030227,36
12,Tangible,0.09571789,36
16,Tangible,0.2015113,36
1,Alone,2.4,37
5,Alone,0,37
9,Alone,0,37
13,Alone,1.2,37
17,Alone,0,37
21,Alone,0,37
2,Attention,2.4,37
6,Attention,2.4,37
10,Attention,2.6,37
14,Attention,4.2,37
18,Attention,2.8,37
22,Attention,1.4,37
3,Control,4.2,37
7,Control,1,37
11,Control,8.4,37
15,Control,2.8,37
19,Control,1.8,37
23,Control,2.2,37
4,Demand,0.4,37
8,Demand,0,37
12,Demand,0,37
16,Demand,0,37
20,Demand,0,37
24,Demand,0,37
1,Attention,0,38
5,Attention,0.002542252,38
9,Attention,0.004407362,38
13,Attention,0,38
2,Demand,0,38
6,Demand,2.182808,38
10,Demand,1.283184,38
14,Demand,1.883536,38
3,Control,0,38
7,Control,0.003445108,38
11,Control,0,38
15,Control,0.007187208,38
4,Tangible,1.30256,38
8,Tangible,0.3142889,38
12,Tangible,0.005785405,38
16,Tangible,0.5101017,38
1,Alone,6.4,39
5,Alone,0.2,39
9,Alone,0,39
13,Alone,0,39
17,Alone,0,39
21,Alone,6.6,39
2,Attention,0,39
6,Attention,0,39
10,Attention,0,39
14,Attention,0,39
18,Attention,0,39
22,Attention,1.4,39
3,Control,0,39
7,Control,0,39
11,Control,3.2,39
15,Control,1.6,39
19,Control,2.6,39
23,Control,3.6,39
4,Demand,0.4,39
8,Demand,0.6,39
12,Demand,0.2,39
16,Demand,3.4,39
20,Demand,3.2,39
24,Demand,2.2,39
1,Alone,0.02714932,40
7,Alone,0.6244344,40
10,Alone,3.800905,40
17,Alone,2.497738,40
21,Alone,5.104073,40
2,Attention,0.4886878,40
6,Attention,0.02714932,40
9,Attention,0.5972851,40
12,Attention,0,40
16,Attention,0.1085973,40
22,Attention,1.981901,40
3,Demand,0,40
8,Demand,0,40
11,Demand,0,40
13,Demand,0.5972851,40
20,Demand,0.3529412,40
23,Demand,1.710407,40
25,Demand,0,40
4,Control,0.02714932,40
14,Control,1.031674,40
19,Control,0,40
24,Control,0,40
5,Tangible,0.6787331,40
15,Tangible,0.1085973,40
18,Tangible,0.1628959,40
1,Alone,11.4,41
5,Alone,9.2,41
9,Alone,8.6,41
13,Alone,5.6,41
17,Alone,25.2,41
21,Alone,13.8,41
2,Attention,9.2,41
6,Attention,9.6,41
10,Attention,9.6,41
14,Attention,16,41
18,Attention,19.2,41
22,Attention,10,41
3,Control,17,41
7,Control,4.8,41
11,Control,24.6,41
15,Control,3.4,41
19,Control,4.2,41
23,Control,13,41
4,Demand,6.8,41
8,Demand,7.4,41
12,Demand,3.6,41
16,Demand,3,41
20,Demand,10,41
24,Demand,14.2,41
1,Control,0.7048458,42
6,Control,0.2643172,42
10,Control,0.5286344,42
13,Control,0.3083701,42
17,Control,0.3964758,42
20,Control,0.8810573,42
24,Control,0.3524229,42
26,Control,0.5726872,42
28,Control,0.3524229,42
31,Control,0.2643172,42
36,Control,0.2643172,42
2,Demand,0.3524229,42
5,Demand,0.5286344,42
12,Demand,0.2202643,42
16,Demand,0.2643172,42
19,Demand,1.013216,42
23,Demand,0.4845815,42
25,Demand,1.718062,42
32,Demand,0.5726872,42
35,Demand,0.4845815,42
3,Ignore,0.6167401,42
8,Ignore,0.2643172,42
9,Ignore,0.6167401,42
15,Ignore,1.057269,42
22,Ignore,3.876652,42
29,Ignore,0.7048458,42
34,Ignore,1.674009,42
4,Attention,4.273128,42
7,Attention,0.3964758,42
11,Attention,1.938326,42
14,Attention,8.502203,42
18,Attention,0.2643172,42
21,Attention,0.660793,42
27,Attention,6.784141,42
30,Attention,3.127753,42
33,Attention,8.546255,42
1,Alone,0.2,43
6,Alone,1,43
11,Alone,2.6,43
16,Alone,1.8,43
21,Alone,1.8,43
26,Alone,0,43
2,Attention,0,43
7,Attention,0,43
12,Attention,0.4,43
17,Attention,0.4,43
22,Attention,1.4,43
27,Attention,0,43
3,Control,0,43
8,Control,1.8,43
13,Control,0,43
18,Control,1.8,43
23,Control,0,43
28,Control,0.2,43
4,Demand,0,43
9,Demand,0,43
14,Demand,0,43
19,Demand,0,43
24,Demand,0,43
29,Demand,0,43
5,Tangible,6.6,43
10,Tangible,6.4,43
15,Tangible,5.8,43
20,Tangible,6.2,43
25,Tangible,7.2,43
30,Tangible,4.8,43
1,Control,0.1875,44
9,Control,0.1875,44
15,Control,0.1875,44
21,Control,0.1875,44
23,Control,0.1875,44
28,Control,0.1875,44
2,Attention,0.1666667,44
5,Attention,0.7708333,44
11,Attention,0.1666667,44
17,Attention,0.1875,44
25,Attention,1.5625,44
26,Attention,0.1875,44
32,Attention,0.1875,44
3,Tangible,0.1666667,44
7,Tangible,2.104167,44
8,Tangible,0.9583333,44
13,Tangible,0.1666667,44
14,Tangible,0.1875,44
20,Tangible,0.3958333,44
29,Tangible,0.1875,44
31,Tangible,0.1875,44
33,Tangible,0.1875,44
34,Tangible,0.1875,44
4,Demand,4.458334,44
6,Demand,2.708333,44
10,Demand,0.5833333,44
12,Demand,5.229167,44
16,Demand,0.1875,44
18,Demand,0.1666667,44
19,Demand,0.1875,44
22,Demand,0.1875,44
24,Demand,0.1875,44
27,Demand,0.1875,44
30,Demand,0.1875,44
35,Demand,0.1875,44
1,Alone,3,45
5,Alone,0,45
9,Alone,0,45
13,Alone,0,45
17,Alone,0,45
21,Alone,0,45
2,Attention,0,45
6,Attention,0,45
10,Attention,0,45
14,Attention,0,45
18,Attention,0,45
22,Attention,0,45
3,Control,0,45
7,Control,0,45
11,Control,0,45
15,Control,0,45
19,Control,0,45
23,Control,10,45
4,Demand,8,45
8,Demand,0,45
12,Demand,0,45
16,Demand,0,45
20,Demand,0,45
24,Demand,0,45
1,Attention,0.02268256,46
6,Attention,0.8713498,46
7,Attention,1.899549,46
2,Control,0.02839178,46
5,Control,0.02607723,46
8,Control,0.02870038,46
3,Demand,0.02931759,46
4,Demand,0.02522856,46
9,Demand,0.0296262,46
1,Alone,11.7,47
5,Alone,12.8,47
9,Alone,9.9,47
13,Alone,51,47
17,Alone,32,47
21,Alone,39.8,47
2,Attention,9.8,47
6,Attention,16.7,47
10,Attention,11.3,47
14,Attention,42.8,47
18,Attention,58.2,47
22,Attention,35.4,47
3,Control,4.7,47
7,Control,1.8,47
11,Control,9.8,47
15,Control,23,47
19,Control,30.8,47
23,Control,31.9,47
4,Demand,4.4,47
8,Demand,9.6,47
12,Demand,3,47
16,Demand,19.2,47
20,Demand,30.2,47
24,Demand,9.5,47
1,Control,2.562148,48
8,Control,1.047406,48
11,Control,1.206148,48
16,Control,3.299751,48
18,Control,1.634295,48
22,Control,0.7036799,48
26,Control,1.258544,48
32,Control,1.462,48
36,Control,0.8737302,48
39,Control,1.032731,48
2,Demand,2.615407,48
6,Demand,1.055693,48
10,Demand,2.467455,48
14,Demand,5.194042,48
17,Demand,6.209941,48
23,Demand,9.327989,48
25,Demand,3.433893,48
29,Demand,3.188744,48
31,Demand,1.465885,48
37,Demand,7.212806,48
3,Alone,5.353906,48
7,Alone,4.594205,48
12,Alone,0.6877108,48
15,Alone,3.647016,48
19,Alone,15.34466,48
21,Alone,1.907584,48
28,Alone,2.050012,48
30,Alone,3.413176,48
35,Alone,0.6495574,48
38,Alone,6.065786,48
4,Attention,1.863992,48
5,Attention,1.631015,48
9,Attention,0.642997,48
13,Attention,0.6838263,48
20,Attention,5.568929,48
24,Attention,3.152317,48
27,Attention,2.397277,48
33,Attention,0.7721316,48
34,Attention,0.8822758,48
40,Attention,0.7428691,48
1,Alone,0.4,49
5,Alone,8.2,49
9,Alone,0.8,49
13,Alone,0,49
17,Alone,0.2,49
21,Alone,0,49
2,Attention,0.2,49
6,Attention,0.8,49
10,Attention,0.4,49
14,Attention,0,49
18,Attention,0,49
22,Attention,0.2,49
3,Control,1.8,49
7,Control,0.4,49
11,Control,0.6,49
15,Control,0.4,49
19,Control,0.2,49
23,Control,0.2,49
4,Demand,1.6,49
8,Demand,1.6,49
12,Demand,0.6,49
16,Demand,1.4,49
20,Demand,2.2,49
24,Demand,1.6,49
1,Attention,19.90208,50
4,Attention,17.3662,50
2,Tangible,89.02853,50
5,Tangible,60.48484,50
7,Tangible,76.13226,50
3,Demand,5.828133,50
10,Demand,4.868977,50
6,Control,3.914701,50
8,Control,6.868619,50
9,Control,9.429983,50
1,Alone,0,51
5,Alone,0,51
9,Alone,0,51
13,Alone,0,51
17,Alone,7,51
21,Alone,3,51
2,Attention,0,51
6,Attention,0,51
10,Attention,0,51
14,Attention,0,51
18,Attention,0,51
22,Attention,7,51
3,Control,0,51
7,Control,0,51
11,Control,0,51
15,Control,7,51
19,Control,3,51
23,Control,0,51
4,Demand,0,51
8,Demand,23,51
12,Demand,10,51
16,Demand,13,51
20,Demand,3,51
24,Demand,0,51
1,Demand,35.41258,52
3,Demand,40.39124,52
7,Demand,50.34963,52
2,Attention,0,52
4,Attention,0,52
5,Tangible,21.9857,52
8,Tangible,12.22389,52
10,Tangible,31.35647,52
6,Control,1.706206,52
9,Control,1.481846,52
1,Alone,20.2,53
5,Alone,1,53
9,Alone,3.8,53
13,Alone,8.4,53
17,Alone,29,53
21,Alone,33.7,53
2,Attention,13.2,53
6,Attention,1,53
10,Attention,1,53
14,Attention,19.1,53
18,Attention,14.4,53
22,Attention,16.4,53
3,Control,14.9,53
7,Control,2.2,53
11,Control,0,53
15,Control,26.5,53
19,Control,16.9,53
23,Control,16.3,53
4,Demand,1.4,53
8,Demand,0.8,53
12,Demand,0.2,53
16,Demand,7.4,53
20,Demand,2.4,53
24,Demand,4.4,53
1,Control,0,54
6,Control,0,54
2,Attention,13.46365,54
9,Attention,20.36823,54
10,Attention,10.62972,54
3,Tangible,43.19001,54
4,Tangible,45.31994,54
8,Tangible,50.87925,54
5,Demand,1.754526,54
7,Demand,1.567323,54
1,Alone,0,55
5,Alone,0,55
9,Alone,0,55
13,Alone,3.8,55
17,Alone,5.4,55
21,Alone,3.2,55
2,Attention,0,55
6,Attention,0,55
10,Attention,0.2,55
14,Attention,0,55
18,Attention,0,55
22,Attention,0,55
3,Control,1.2,55
7,Control,5.8,55
11,Control,2,55
